record_id,branch_code,entity_name,circle_zone,branch_tier,fiscal_year,period_type,merger_cutoff_date,gross_npa_pct,net_npa_pct,cost_to_income_pct,roa_pct,casa_ratio_pct,car_crar_pct,advances_inr_cr,deposits_inr_cr
1015,BR-6681,State Bank of India (Consolidated),Bengaluru,Urban,2018,Post-Merger,2017-04-01,6.93,2.11,52.7,0.88,46.66,14.54,384.65,555.13
1016,BR-8537,State Bank of Patiala,Chennai,Urban,2015,Pre-Merger,2017-04-01,8.11,5.17,59.2,-0.85,38.34,11.92,760.57,1040.93
1017,BR-9086,State Bank of Travancore,Hyderabad,Semi-Urban,2016,Pre-Merger,2017-04-01,11.23,7.46,50.81,-1.01,41.1,12.4,639.83,913.33
1018,BR-2241,State Bank of India (Consolidated),Delhi NCR,Rural,2021,Post-Merger,2017-01-04,5.6,2.09,53.92,0.43,42.71,12.33,210.13,248.73
1019,BR-1888,State Bank of India (Consolidated),Thiruvananthapuram,Urban,2021,Post-Merger,2017-01-04,7.73,2.34,50.21,0.34,42.99,14.24,922.21,1210.9
1020,BR-8615,State Bank of India (Consolidated),Jaipur,Urban,2018,Post-Merger,2017-04-01,3.75,1.34,52.6,1.49,48.96,14.67,1110.71,1540.65
1021,BR-9909,State Bank of India (Consolidated),Bhopal,Urban,2019,Post-Merger,2017-04-01,7.66,3.24,40.02,0.71,47.4,13.95,639.97,925.36
1022,BR-8973,State Bank of India (Consolidated),Ahmedabad,Urban,2021,Post-Merger,2017-04-01,4.56,1.5,48.98,0.55,49.14,11.91,221.36,274.91
1023,BR-6171,State Bank of India (Consolidated),Delhi NCR,Semi-Urban,2019,Post-Merger,2017-01-04,5.5,2.32,47.97,0.45,47.27,14.05,525.13,708.68
1024,BR-6129,State Bank of Travancore,Hyderabad,Urban,2015,Pre-Merger,2017-01-04,8.19,4.11,47.79,-0.1,34.76,12.68,521.91,733.29
1025,BR-3589,State Bank of India (Parent),Delhi NCR,Semi-Urban,2014,Pre-Merger,2017-04-01,15.99,8.78,50.52,1.2,38.14,12.25,94.16,117.84
1026,BR-2146,State Bank of India (Consolidated),Delhi NCR,Metro,2020,Post-Merger,2017-01-04,7.27,2.31,48.32,0.36,51.66,13.95,706.73,884.54
1027,BR-4598,State Bank of India (Parent),Lucknow,Semi-Urban,2017,Pre-Merger,2017-04-01,9.53,5.1,52.43,0.0,37.53,13.09,345.22,453.25
1028,BR-4528,State Bank of India (Consolidated),Bhopal,Urban,2020,Post-Merger,2017-01-04,3.8,1.41,43.42,1.18,52.15,14.57,678.3,953.83
1029,BR-3680,State Bank of Bikaner and Jaipur,Ahmedabad,Metro,2015,Pre-Merger,2017-04-01,11.74,7.39,57.12,0.38,39.49,11.8,1421.81,1986.47
1030,BR-4897,State Bank of India (Parent),Kolkata,Semi-Urban,2014,Pre-Merger,2017-01-04,14.95,10.09,50.63,1.13,41.15,11.21,383.1,502.22
1031,BR-5829,State Bank of Bikaner and Jaipur,Chandigarh,Urban,2015,Pre-Merger,2017-04-01,13.44,7.0,58.2,0.18,40.21,11.06,700.96,960.06
1032,BR-2112,State Bank of Bikaner and Jaipur,Ahmedabad,Semi-Urban,2015,Pre-Merger,2017-04-01,9.21,5.7,54.46,-0.04,36.9,10.88,1444.5,1740.35
1033,BR-6520,State Bank of Bikaner and Jaipur,Bengaluru,Urban,2014,Pre-Merger,2017-01-04,11.82,6.57,56.45,-0.62,36.15,13.41,882.93,1130.93
1034,BR-6168,State Bank of India (Consolidated),Delhi NCR,Urban,2021,Post-Merger,2017-04-01,3.67,1.19,44.85,1.46,41.61,14.97,1203.26,1597.22
1035,BR-9036,State Bank of India (Consolidated),Chennai,Semi-Urban,2018,Post-Merger,2017-01-04,3.43,1.08,41.64,0.4,46.88,14.53,756.61,1063.66
1036,BR-5456,State Bank of Patiala,Bhopal,Urban,2015,Pre-Merger,2017-04-01,11.06,5.99,52.24,0.64,42.5,9.93,1014.83,1191.25
1037,BR-1140,State Bank of Travancore,Mumbai Metro,Urban,2017,Pre-Merger,2017-04-01,13.03,8.23,60.35,-0.38,34.13,12.97,1108.08,1457.45
1038,BR-8592,State Bank of Bikaner and Jaipur,Kolkata,Metro,2015,Pre-Merger,2017-04-01,10.08,5.54,61.6,0.91,50.29,10.61,1065.57,1470.82
1039,BR-1891,State Bank of India (Consolidated),Hyderabad,Rural,2018,Post-Merger,2017-04-01,8.2,3.2,49.4,0.81,51.72,13.84,523.37,646.63
1040,BR-1835,State Bank of Travancore,Jaipur,Urban,2016,Pre-Merger,2017-04-01,15.83,10.18,59.85,-0.05,37.58,10.9,233.23,333.64
1041,BR-7496,State Bank of India (Consolidated),Jaipur,Semi-Urban,2018,Post-Merger,2017-04-01,8.06,3.39,44.65,0.1,41.79,14.5,1152.0,1403.29
1042,BR-8825,State Bank of India (Consolidated),Bhopal,Metro,2019,Post-Merger,2017-01-04,6.28,2.14,49.33,1.18,53.88,13.95,173.14,235.73
1043,BR-5999,State Bank of India (Parent),Bhopal,Semi-Urban,2016,Pre-Merger,2017-01-04,10.13,5.65,53.64,-0.34,38.6,11.5,506.52,662.6
1044,BR-6272,State Bank of India (Consolidated),Bengaluru,Semi-Urban,2020,Post-Merger,2017-04-01,5.75,1.88,41.94,0.79,46.18,15.32,352.79,489.68
1045,BR-7733,State Bank of Patiala,Chandigarh,Metro,2016,Pre-Merger,2017-01-04,9.85,6.14,55.6,0.13,34.89,11.96,457.06,586.7
1046,BR-8371,State Bank of India (Consolidated),Delhi NCR,Semi-Urban,2019,Post-Merger,2017-04-01,6.35,1.71,52.65,0.47,47.85,12.69,313.19,365.43
1047,BR-3113,State Bank of Travancore,Jaipur,Rural,2015,Pre-Merger,2017-04-01,6.21,3.33,59.76,0.15,42.55,11.72,802.55,952.83
1048,BR-6147,State Bank of India (Consolidated),Bengaluru,Metro,2021,Post-Merger,2017-01-04,4.95,1.28,47.83,0.93,43.06,14.54,1321.5,1543.37
1049,BR-1739,State Bank of India (Parent),Delhi NCR,Rural,2014,Pre-Merger,2017-04-01,8.61,4.69,46.08,1.08,38.98,11.64,746.0,1053.46
1050,BR-2720,State Bank of India (Consolidated),Kolkata,Rural,2019,Post-Merger,2017-04-01,7.56,3.23,44.62,0.92,42.72,13.73,1079.9,1477.85
1051,BR-6435,State Bank of India (Consolidated),Ahmedabad,Urban,2018,Post-Merger,2017-04-01,5.18,1.71,47.57,1.33,47.43,13.89,1235.96,1775.05
1052,BR-1659,State Bank of India (Consolidated),Lucknow,Urban,2019,Post-Merger,2017-04-01,2.12,0.89,47.38,1.04,50.73,14.34,526.86,682.06
1053,BR-6527,State Bank of India (Consolidated),Bhopal,Metro,2018,Post-Merger,2017-01-04,5.32,2.15,45.76,0.63,40.33,11.5,868.11,1061.73
1054,BR-1293,State Bank of India (Parent),Chandigarh,Rural,2014,Pre-Merger,2017-04-01,6.25,3.66,52.76,0.35,39.58,11.07,1050.9,1280.55
1055,BR-6303,State Bank of India (Consolidated),Lucknow,Rural,2018,Post-Merger,2017-04-01,3.3,0.9,44.57,1.13,46.33,14.87,945.22,1100.71
1056,BR-1862,State Bank of India (Consolidated),Kolkata,Semi-Urban,2021,Post-Merger,2017-01-04,7.94,1.99,47.26,1.23,41.88,15.18,395.12,534.28
1057,BR-4283,State Bank of India (Parent),Lucknow,Urban,2015,Pre-Merger,2017-01-04,5.44,3.21,49.04,0.37,41.06,12.95,856.37,1127.91
1058,BR-3326,State Bank of Patiala,Hyderabad,Metro,2016,Pre-Merger,2017-01-04,4.67,2.52,54.92,-0.53,34.39,12.48,182.63,250.82
1059,BR-9582,State Bank of India (Parent),Jaipur,Metro,2014,Pre-Merger,2017-04-01,3.24,2.14,58.76,-0.79,39.07,12.25,1201.0,1445.77
1060,BR-6743,State Bank of India (Consolidated),Hyderabad,Metro,2020,Post-Merger,2017-04-01,8.22,2.86,46.61,1.17,42.05,17.17,784.23,1092.24
1061,BR-6454,State Bank of India (Consolidated),Jaipur,Rural,2020,Post-Merger,2017-04-01,6.08,2.42,47.97,0.1,45.22,14.28,430.62,621.45
1062,BR-4309,State Bank of India (Consolidated),Delhi NCR,Metro,2020,Post-Merger,2017-01-04,4.07,1.66,46.49,0.7,46.49,12.38,1197.62,1490.19
1063,BR-8856,State Bank of India (Consolidated),Chandigarh,Urban,2021,Post-Merger,2017-04-01,5.35,1.52,51.11,0.1,46.69,14.96,976.43,1152.09
1064,BR-1178,State Bank of India (Consolidated),Ahmedabad,Urban,2019,Post-Merger,2017-04-01,4.17,1.7,44.05,0.99,44.17,13.85,1012.69,1363.22
1065,BR-6811,State Bank of Mysore,Mumbai Metro,Metro,2017,Pre-Merger,2017-01-04,7.03,3.62,57.62,-0.22,37.65,11.44,896.15,1118.78
1066,BR-4577,State Bank of India (Consolidated),Lucknow,Metro,2020,Post-Merger,2017-04-01,4.77,1.97,45.89,0.43,47.98,13.59,773.46,895.71
1067,BR-7668,State Bank of Patiala,Thiruvananthapuram,Urban,2014,Pre-Merger,2017-04-01,12.0,7.9,57.24,0.27,43.6,13.74,1069.94,1549.98
1068,BR-2169,State Bank of Patiala,Kolkata,Rural,2015,Pre-Merger,2017-04-01,10.86,6.26,56.86,0.7,42.15,11.16,363.23,446.32
1069,BR-2486,State Bank of Patiala,Lucknow,Metro,2017,Pre-Merger,2017-01-04,8.93,4.9,50.11,-0.06,39.5,11.18,916.44,1123.81
1070,BR-9428,State Bank of India (Parent),Ahmedabad,Metro,2015,Pre-Merger,2017-04-01,8.09,4.3,61.49,-0.62,40.76,10.42,185.25,214.97
1071,BR-8710,State Bank of Bikaner and Jaipur,Hyderabad,Semi-Urban,2014,Pre-Merger,2017-01-04,15.89,9.18,57.45,-0.12,43.86,12.15,116.24,159.04
1072,BR-7191,State Bank of India (Parent),Bengaluru,Urban,2016,Pre-Merger,2017-01-04,10.38,5.45,55.62,0.38,39.88,11.62,1314.63,1540.33
1073,BR-8139,State Bank of Patiala,Kolkata,Semi-Urban,2016,Pre-Merger,2017-04-01,10.75,6.99,55.32,-0.14,36.26,11.83,1363.54,1586.21
1074,BR-1204,State Bank of Mysore,Bengaluru,Urban,2014,Pre-Merger,2017-01-04,9.8,5.83,51.41,-0.02,40.01,12.67,478.99,610.18
1075,BR-8835,State Bank of India (Consolidated),Delhi NCR,Semi-Urban,2020,Post-Merger,2017-01-04,5.37,2.33,45.51,1.0,41.91,14.83,494.89,707.35
1076,BR-9406,State Bank of India (Parent),Jaipur,Urban,2016,Pre-Merger,2017-01-04,11.32,7.62,52.9,0.02,42.79,13.5,1270.17,1657.22
1077,BR-8832,State Bank of India (Consolidated),Hyderabad,Urban,2021,Post-Merger,2017-04-01,5.43,2.13,47.6,0.32,46.76,16.03,555.21,701.64
1078,BR-5757,State Bank of India (Parent),Chandigarh,Semi-Urban,2016,Pre-Merger,2017-04-01,10.29,6.53,49.04,1.2,41.1,12.11,378.89,514.89
1079,BR-1882,State Bank of India (Consolidated),Jaipur,Urban,2021,Post-Merger,2017-01-04,8.01,2.69,50.07,0.61,44.57,13.3,1383.04,1622.9
1080,BR-7515,State Bank of Patiala,Jaipur,Urban,2014,Pre-Merger,2017-04-01,7.43,4.65,52.74,0.47,41.77,12.56,556.4,700.44
1081,BR-8257,State Bank of India (Consolidated),Bengaluru,Metro,2021,Post-Merger,2017-01-04,3.31,0.97,55.32,1.24,49.31,13.75,1136.72,1566.33
1082,BR-3773,State Bank of India (Consolidated),Mumbai Metro,Metro,2020,Post-Merger,2017-04-01,7.26,2.3,43.86,0.44,45.1,14.62,93.61,115.62
1083,BR-9116,State Bank of India (Parent),Bengaluru,Semi-Urban,2017,Pre-Merger,2017-04-01,8.87,5.0,53.79,0.38,39.23,11.45,1372.87,1785.89
1084,BR-7240,State Bank of India (Consolidated),Bhopal,Metro,2019,Post-Merger,2017-04-01,4.14,1.05,47.65,0.86,41.79,15.61,227.7,301.05
1085,BR-5633,State Bank of India (Consolidated),Lucknow,Metro,2019,Post-Merger,2017-01-04,7.21,2.06,53.88,1.13,53.63,17.5,312.86,403.29
1086,BR-3500,State Bank of India (Parent),Mumbai Metro,Metro,2014,Pre-Merger,2017-04-01,4.83,2.58,50.93,-0.71,45.15,12.49,306.01,353.3
1087,BR-3076,State Bank of Hyderabad,Hyderabad,Rural,2015,Pre-Merger,2017-04-01,7.91,4.23,53.48,-0.36,47.25,13.18,397.37,557.97
1088,BR-7705,State Bank of India (Consolidated),Chandigarh,Urban,2020,Post-Merger,2017-04-01,9.19,3.71,47.26,0.97,51.18,13.9,1330.01,1914.21
1089,BR-7592,State Bank of India (Consolidated),Mumbai Metro,Rural,2019,Post-Merger,2017-04-01,2.54,1.08,48.03,0.58,49.16,12.9,974.97,1250.51
1090,BR-5779,State Bank of Mysore,Jaipur,Semi-Urban,2017,Pre-Merger,2017-04-01,4.86,2.94,45.99,0.67,40.82,11.02,825.87,1123.67
1091,BR-8643,State Bank of Mysore,Lucknow,Urban,2015,Pre-Merger,2017-04-01,6.9,3.83,59.07,-0.07,44.9,10.47,1240.12,1467.25
1092,BR-4491,State Bank of India (Consolidated),Bhopal,Metro,2021,Post-Merger,2017-01-04,6.65,2.38,43.55,0.37,43.62,13.88,1480.07,1716.08
1093,BR-5898,State Bank of India (Consolidated),Mumbai Metro,Urban,2018,Post-Merger,2017-04-01,3.79,1.69,47.38,0.68,39.68,14.06,1153.54,1506.9
1094,BR-8001,State Bank of India (Consolidated),Thiruvananthapuram,Metro,2018,Post-Merger,2017-04-01,3.04,0.95,45.67,0.72,47.79,16.27,576.18,784.5
1095,BR-5901,State Bank of India (Consolidated),Bengaluru,Semi-Urban,2019,Post-Merger,2017-01-04,4.68,2.08,47.7,1.06,45.28,14.38,534.58,749.56
1096,BR-4646,State Bank of India (Parent),Hyderabad,Metro,2017,Pre-Merger,2017-04-01,8.71,5.47,54.47,-0.11,33.24,11.89,1315.98,1580.66
1097,BR-1419,State Bank of India (Consolidated),Bhopal,Rural,2020,Post-Merger,2017-01-04,7.81,3.41,49.28,0.65,48.18,13.2,446.18,525.72
1098,BR-4209,State Bank of India (Consolidated),Lucknow,Metro,2019,Post-Merger,2017-01-04,6.19,2.48,44.73,1.03,35.0,13.72,1085.92,1278.03
1099,BR-1749,State Bank of India (Consolidated),Chandigarh,Metro,2018,Post-Merger,2017-04-01,3.58,1.53,56.69,1.02,47.52,14.71,730.38,1029.4
1100,BR-6969,State Bank of India (Parent),Jaipur,Semi-Urban,2016,Pre-Merger,2017-04-01,13.36,8.8,54.77,0.93,41.78,11.01,972.66,1368.85
1101,BR-8675,State Bank of Bikaner and Jaipur,Chandigarh,Rural,2016,Pre-Merger,2017-04-01,18.13,10.82,64.26,0.19,41.04,12.53,370.98,526.2
1102,BR-9703,State Bank of India (Parent),Bengaluru,Metro,2017,Pre-Merger,2017-04-01,7.91,4.68,56.58,0.06,47.13,11.77,218.56,253.98
1103,BR-5376,State Bank of India (Parent),Bengaluru,Metro,2017,Pre-Merger,2017-04-01,9.59,6.22,59.73,0.48,40.61,13.56,752.26,1052.25
1104,BR-5102,State Bank of India (Parent),Bhopal,Urban,2016,Pre-Merger,2017-04-01,8.98,5.22,54.14,0.15,43.56,12.79,1072.23,1455.72
1105,BR-8466,State Bank of India (Consolidated),Bengaluru,Metro,2021,Post-Merger,2017-01-04,4.37,1.92,44.33,1.34,47.16,11.55,1468.73,1999.17
1106,BR-1686,State Bank of India (Consolidated),Chandigarh,Metro,2020,Post-Merger,2017-01-04,6.96,2.26,47.91,0.25,49.08,14.98,140.97,180.22
1107,BR-8951,State Bank of Bikaner and Jaipur,Jaipur,Metro,2015,Pre-Merger,2017-01-04,6.81,3.63,56.32,-0.04,38.08,11.62,1008.38,1292.15
1108,BR-6565,State Bank of Travancore,Jaipur,Urban,2017,Pre-Merger,2017-04-01,5.43,3.41,54.03,0.11,45.19,11.76,1306.61,1550.93
1109,BR-7228,State Bank of India (Parent),Bhopal,Rural,2017,Pre-Merger,2017-01-04,7.28,4.9,49.74,0.48,41.14,11.4,540.9,651.71
1110,BR-9160,State Bank of India (Parent),Bhopal,Metro,2017,Pre-Merger,2017-04-01,2.84,1.5,48.72,0.16,37.36,11.83,728.25,896.85
1111,BR-4264,Bharatiya Mahila Bank,Lucknow,Urban,2016,Pre-Merger,2017-01-04,12.34,8.04,52.88,0.89,42.62,12.12,1484.74,2050.25
1112,BR-5767,State Bank of India (Consolidated),Kolkata,Rural,2019,Post-Merger,2017-04-01,4.38,1.92,45.21,1.14,45.91,13.9,725.51,941.51
1113,BR-7406,State Bank of India (Consolidated),Ahmedabad,Metro,2018,Post-Merger,2017-04-01,6.41,2.67,46.12,0.96,49.35,12.39,92.15,129.02
1114,BR-4672,State Bank of India (Consolidated),Lucknow,Semi-Urban,2018,Post-Merger,2017-01-04,4.05,1.44,46.9,0.6,43.82,14.14,137.51,183.41
1115,BR-9075,State Bank of Hyderabad,Hyderabad,Metro,2014,Pre-Merger,2017-01-04,11.55,7.08,48.5,0.79,46.69,12.26,1034.18,1220.17
1116,BR-4947,State Bank of India (Parent),Chandigarh,Urban,2017,Pre-Merger,2017-04-01,11.81,6.93,54.35,-0.46,38.76,9.98,573.39,767.51
1117,BR-1687,State Bank of Bikaner and Jaipur,Jaipur,Rural,2016,Pre-Merger,2017-01-04,5.67,3.17,55.230000000000004,-0.32,40.05,11.69,648.21,919.3
1118,BR-4346,State Bank of India (Consolidated),Hyderabad,Metro,2019,Post-Merger,2017-01-04,7.85,2.19,55.8,0.8,46.31,13.85,835.46,1063.78
1119,BR-8533,State Bank of Patiala,Hyderabad,Urban,2015,Pre-Merger,2017-04-01,11.74,7.1,53.24,0.53,40.1,11.86,824.18,1174.0
1120,BR-6972,State Bank of India (Consolidated),Hyderabad,Rural,2021,Post-Merger,2017-04-01,7.82,2.83,45.3,0.73,46.37,14.67,229.52,280.43
1121,BR-3799,State Bank of India (Consolidated),Bengaluru,Urban,2019,Post-Merger,2017-04-01,4.44,1.79,52.98,0.1,43.02,16.04,1361.15,1585.64
1122,BR-9896,State Bank of India (Consolidated),Jaipur,Rural,2019,Post-Merger,2017-04-01,5.3,2.34,50.63,0.62,48.99,13.69,393.57,470.78
1123,BR-3675,State Bank of India (Consolidated),Ahmedabad,Metro,2018,Post-Merger,2017-04-01,5.39,1.88,48.52,0.39,39.62,15.39,722.04,943.78
1124,BR-3750,State Bank of India (Consolidated),Ahmedabad,Metro,2021,Post-Merger,2017-01-04,5.03,2.03,48.49,0.41,47.35,13.65,544.48,679.9
1125,BR-4326,State Bank of India (Consolidated),Lucknow,Urban,2019,Post-Merger,2017-04-01,6.51,2.51,39.32,0.54,47.37,15.11,1455.07,1959.75
1126,BR-5139,State Bank of India (Consolidated),Jaipur,Metro,2019,Post-Merger,2017-04-01,6.15,2.22,46.29,0.45,49.63,13.93,1157.28,1539.68
1127,BR-4943,State Bank of Bikaner and Jaipur,Delhi NCR,Rural,2014,Pre-Merger,2017-04-01,13.55,7.61,54.98,-0.34,41.28,12.09,140.31,180.83
1128,BR-9675,State Bank of India (Parent),Mumbai Metro,Urban,2014,Pre-Merger,2017-04-01,4.95,2.85,55.83,1.02,45.6,13.62,382.69,453.5
1129,BR-2181,State Bank of India (Consolidated),Jaipur,Urban,2021,Post-Merger,2017-01-04,5.0,1.34,44.68,1.1,42.81,14.58,976.11,1273.03
1130,BR-7090,State Bank of Patiala,Delhi NCR,Urban,2015,Pre-Merger,2017-04-01,11.43,6.17,53.13,0.74,47.89,13.13,279.98,359.25
1131,BR-1189,State Bank of India (Parent),Delhi NCR,Urban,2014,Pre-Merger,2017-04-01,7.18,4.72,56.01,-0.03,43.29,13.13,342.04,421.38
1132,BR-7491,State Bank of India (Consolidated),Hyderabad,Metro,2019,Post-Merger,2017-04-01,8.95,3.58,50.57,0.68,45.57,14.15,779.4,1046.1
1133,BR-4062,State Bank of Bikaner and Jaipur,Bhopal,Metro,2017,Pre-Merger,2017-01-04,11.37,7.08,58.66,0.61,43.03,12.66,274.69,360.27
1134,BR-9965,State Bank of India (Parent),Thiruvananthapuram,Semi-Urban,2016,Pre-Merger,2017-04-01,3.36,1.98,52.09,0.63,38.96,13.77,1318.98,1724.45
1135,BR-2098,State Bank of India (Consolidated),Hyderabad,Urban,2021,Post-Merger,2017-04-01,7.28,2.27,47.58,0.83,44.34,13.68,1278.68,1780.0
1136,BR-3403,State Bank of India (Consolidated),Chennai,Urban,2020,Post-Merger,2017-01-04,3.81,1.05,54.24,1.34,40.44,12.57,1029.4,1303.72
1137,BR-9645,State Bank of India (Consolidated),Chandigarh,Rural,2019,Post-Merger,2017-04-01,8.24,2.94,49.46,0.53,45.14,14.38,570.66,719.97
1138,BR-9988,State Bank of Hyderabad,Delhi NCR,Metro,2017,Pre-Merger,2017-04-01,9.64,5.72,56.65,-0.2,39.53,12.23,168.0,237.96
1139,BR-4944,State Bank of India (Consolidated),Chennai,Semi-Urban,2018,Post-Merger,2017-01-04,7.02,2.1,48.02,0.89,49.46,13.81,1319.11,1636.25
1140,BR-1079,State Bank of Mysore,Delhi NCR,Metro,2015,Pre-Merger,2017-04-01,2.1,1.06,58.9,0.46,40.8,11.92,1395.24,1752.35
1141,BR-8782,State Bank of India (Consolidated),Mumbai Metro,Urban,2018,Post-Merger,2017-04-01,5.74,2.03,51.37,0.96,48.01,15.48,1352.09,1942.77
1142,BR-5807,State Bank of India (Parent),Chennai,Semi-Urban,2016,Pre-Merger,2017-04-01,9.59,6.42,54.77,0.95,33.37,12.61,725.4,989.69
1143,BR-2526,State Bank of India (Parent),Mumbai Metro,Urban,2017,Pre-Merger,2017-04-01,9.56,6.35,55.93,-0.04,38.71,13.64,884.81,1078.53
1144,BR-5723,State Bank of India (Consolidated),Bengaluru,Metro,2019,Post-Merger,2017-04-01,6.94,2.41,41.07,0.78,40.86,16.63,714.34,899.23
1145,BR-4419,State Bank of India (Parent),Delhi NCR,Semi-Urban,2014,Pre-Merger,2017-04-01,6.27,3.58,50.19,0.36,36.58,13.28,1221.33,1570.14
1146,BR-2542,State Bank of India (Consolidated),Mumbai Metro,Semi-Urban,2020,Post-Merger,2017-04-01,8.66,2.87,47.63,1.43,45.94,14.37,881.45,1248.13
1147,BR-7276,State Bank of Mysore,Bengaluru,Rural,2015,Pre-Merger,2017-01-04,8.77,5.65,54.12,-0.06,41.59,13.3,584.05,828.07
1148,BR-9848,State Bank of India (Consolidated),Delhi NCR,Metro,2018,Post-Merger,2017-04-01,7.9,3.06,51.53,0.88,47.55,12.09,254.99,346.04
1149,BR-9655,State Bank of Patiala,Lucknow,Metro,2015,Pre-Merger,2017-04-01,13.29,6.7,51.07,-0.64,41.7,12.77,666.78,769.66
1150,BR-3167,State Bank of India (Parent),Chandigarh,Semi-Urban,2014,Pre-Merger,2017-01-04,8.25,4.99,43.51,-0.26,40.38,13.26,186.99,268.14
1151,BR-8607,State Bank of Bikaner and Jaipur,Delhi NCR,Urban,2017,Pre-Merger,2017-04-01,6.57,3.98,47.13,0.24,43.96,11.98,349.92,470.83
1152,BR-1707,State Bank of India (Consolidated),Mumbai Metro,Semi-Urban,2019,Post-Merger,2017-04-01,4.82,1.24,46.8,0.71,51.34,14.47,939.1,1190.44
1153,BR-6439,State Bank of Mysore,Lucknow,Urban,2017,Pre-Merger,2017-04-01,15.29,10.14,54.92,0.39,44.27,10.29,1408.84,1813.71
1154,BR-5053,State Bank of India (Consolidated),Bengaluru,Metro,2018,Post-Merger,2017-04-01,6.06,2.12,39.88,1.03,47.53,14.66,600.95,828.26
1155,BR-7255,State Bank of India (Consolidated),Hyderabad,Urban,2020,Post-Merger,2017-04-01,7.02,3.05,48.51,1.59,46.23,12.04,134.57,172.27
1156,BR-9727,State Bank of India (Consolidated),Lucknow,Semi-Urban,2020,Post-Merger,2017-04-01,2.65,1.13,48.58,1.17,45.75,11.5,1171.6,1655.78
1157,BR-6060,State Bank of India (Consolidated),Ahmedabad,Urban,2019,Post-Merger,2017-04-01,2.35,0.78,44.31,0.27,45.38,16.11,371.43,504.62
1158,BR-9885,State Bank of India (Consolidated),Chandigarh,Rural,2020,Post-Merger,2017-01-04,10.09,3.55,51.79,0.84,43.69,12.99,1341.82,1768.7
1159,BR-3407,State Bank of India (Parent),Bhopal,Semi-Urban,2017,Pre-Merger,2017-04-01,14.37,8.87,51.98,-0.32,44.29,14.05,878.99,1032.81
1160,BR-3906,State Bank of Mysore,Jaipur,Rural,2016,Pre-Merger,2017-01-04,9.79,6.58,56.9,1.18,44.33,12.78,981.84,1395.69
1161,BR-7097,State Bank of India (Consolidated),Thiruvananthapuram,Semi-Urban,2019,Post-Merger,2017-04-01,2.27,0.69,48.88,0.35,47.84,13.89,1041.87,1425.62
1162,BR-9455,State Bank of Bikaner and Jaipur,Mumbai Metro,Semi-Urban,2014,Pre-Merger,2017-01-04,12.28,8.06,58.92,-1.1,46.43,13.18,907.29,1082.39
1163,BR-6546,State Bank of India (Consolidated),Jaipur,Semi-Urban,2020,Post-Merger,2017-04-01,9.96,3.57,44.32,1.16,44.99,13.75,903.84,1091.75
1164,BR-8712,State Bank of Bikaner and Jaipur,Ahmedabad,Metro,2015,Pre-Merger,2017-01-04,7.16,4.05,54.76,-1.06,41.91,11.62,579.14,705.06
1165,BR-6207,State Bank of India (Parent),Delhi NCR,Semi-Urban,2015,Pre-Merger,2017-01-04,14.97,8.75,49.92,-0.2,39.89,11.77,1226.65,1460.42
1166,BR-3065,State Bank of India (Consolidated),Hyderabad,Semi-Urban,2021,Post-Merger,2017-04-01,5.43,1.75,48.04,0.57,41.55,14.06,1408.94,2024.22
1167,BR-8423,State Bank of India (Consolidated),Delhi NCR,Urban,2019,Post-Merger,2017-04-01,4.59,1.32,47.0,1.16,46.12,16.18,288.84,398.49
1168,BR-4041,State Bank of India (Consolidated),Bhopal,Urban,2019,Post-Merger,2017-04-01,2.69,1.17,51.21,0.7,44.36,13.26,330.39,420.43
1169,BR-2517,State Bank of India (Consolidated),Jaipur,Urban,2019,Post-Merger,2017-04-01,4.74,1.79,44.04,1.18,45.15,12.59,1478.51,2104.42
1170,BR-8750,State Bank of India (Consolidated),Thiruvananthapuram,Metro,2018,Post-Merger,2017-04-01,4.29,1.64,40.88,0.47,41.81,14.97,129.96,151.78
1171,BR-7312,State Bank of India (Consolidated),Jaipur,Semi-Urban,2020,Post-Merger,2017-04-01,3.49,1.39,52.81,0.1,44.12,12.37,1454.4,1969.87
1172,BR-5033,State Bank of India (Consolidated),Ahmedabad,Rural,2018,Post-Merger,2017-01-04,2.21,0.68,48.55,0.32,43.56,14.67,234.15,321.91
1173,BR-3255,State Bank of India (Parent),Delhi NCR,Metro,2016,Pre-Merger,2017-04-01,7.16,3.73,54.71,0.66,38.54,11.88,1036.39,1323.58
1174,BR-7590,Bharatiya Mahila Bank,Chennai,Semi-Urban,2016,Pre-Merger,2017-01-04,9.83,5.04,50.15,-0.14,38.35,10.69,1241.72,1768.03
1175,BR-5031,State Bank of India (Consolidated),Bhopal,Urban,2019,Post-Merger,2017-01-04,1.5,0.43,47.26,0.1,44.45,14.87,270.28,318.0
1176,BR-7026,State Bank of India (Parent),Chandigarh,Rural,2014,Pre-Merger,2017-01-04,12.11,7.2,59.57,0.42,40.1,11.82,657.28,926.6
1177,BR-8483,State Bank of India (Parent),Thiruvananthapuram,Rural,2017,Pre-Merger,2017-01-04,13.09,8.65,52.38,0.62,36.28,12.12,227.03,292.27
1178,BR-8237,State Bank of India (Consolidated),Mumbai Metro,Urban,2020,Post-Merger,2017-04-01,7.49,3.35,46.45,1.1,43.37,16.11,173.42,241.56
1179,BR-5275,State Bank of India (Consolidated),Chennai,Semi-Urban,2021,Post-Merger,2017-01-04,7.5,2.35,40.49,0.92,45.83,12.73,1408.77,1859.14
