record_id,branch_code,entity_name,circle_zone,branch_tier,fiscal_year,period_type,merger_cutoff_date,gross_npa_pct,net_npa_pct,cost_to_income_pct,roa_pct,casa_ratio_pct,car_crar_pct,advances_inr_cr,deposits_inr_cr
320,BR-4977,State Bank of India (Consolidated),Chennai,Semi-Urban,2019,Post-Merger,2017-04-01,5.10%,1.37%,40.86%,1.15%,44.90%,15.03%,283.46,386.76
321,BR-5535,State Bank of India (Parent),Lucknow,Urban,2014,Pre-Merger,2017-04-01,11.00%,6.65%,59.46%,0.86%,37.76%,11.32%,708.16,823.41
322,BR-8148,State Bank of India (Consolidated)   ,Jaipur,Urban,2020,Post-Merger,01/04/2017,5.19%,,,0.65%,46.31%,14.88%,226.88,288.28
323,BR-3253,State Bank of India (Consolidated),Bhopal,Metro,2020,Post-Merger,01/04/2017,7.01%,1.96%,39.96%,0.82%,48.74%,13.57%,"1,026.10","1,484.41"
324,BR-9832,State Bank of India (Parent),Delhi NCR,Semi-Urban,2017,Pre-Merger,2017-04-01,13.62%,7.01%,50.92%,0.24%,33.15%,11.77%,756.58,942.31
325,BR-8493,State Bank of India (Consolidated),Kolkata,Rural,2021,Post-Merger,01/04/2017,4.39%,1.65%,45.68%,0.86%,41.91%,15.42%,"1,149.93","1,623.54"
326,BR-8130,State Bank of India (Consolidated)   ,Jaipur,Metro,2018,Post-Merger,01/04/2017,7.92%,3.21%,51.47%,1.04%,45.22%,11.76%,"1,211.04","1,477.18"
327,BR-8977,State Bank of India (Parent),Kolkata,Urban,2015,Pre-Merger,2017-04-01,17.97%,10.74%,51.61%,0.47%,37.38%,10.50%,985.64,"1,375.97"
328,BR-4346,State Bank of India (Consolidated),Ahmedabad,Urban,2021,Post-Merger,2017-04-01,6.39%,2.11%,53.62%,1.16%,41.64%,14.26%,"1,348.96","1,581.51"
329,BR-8833,State Bank of India (Consolidated),Bhopal,Urban,2019,Post-Merger,2017-04-01,2.05%,0.89%,50.27%,0.42%,49.81%,12.94%,"1,153.88","1,484.18"
330,BR-8382,State Bank of India (Consolidated),Bengaluru,Semi-Urban,2018,Post-Merger,2017-04-01,8.99%,2.47%,48.83%,0.81%,43.42%,13.90%,561.81,731.35
331,BR-1272,State Bank of Bikaner and Jaipur,Kolkata,Urban,2016,Pre-Merger,2017-04-01,6.11%,3.18%,46.91%,0.22%,44.84%,13.94%,707.69,951.47
332,BR-7360,State Bank of Mysore,Mumbai Metro,Metro,2015,Pre-Merger,01/04/2017,6.22%,3.26%,52.16%,0.05%,41.73%,10.32%,237.92,335.57
333,BR-2211,State Bank of India (Parent),Chandigarh,Urban,2015,Pre-Merger,01/04/2017,14.60%,7.87%,58.59%,0.28%,39.37%,11.26%,832.56,"1,126.88"
334,BR-1507,State Bank of India (Consolidated),Ahmedabad,Urban,2018,Post-Merger,2017-04-01,3.95%,1.10%,46.36%,0.38%,42.85%,14.31%,"1,414.19","1,946.69"
335,BR-8837,State Bank of India (Consolidated),Hyderabad,Urban,2019,Post-Merger,2017-04-01,10.22%,4.25%,45.66%,0.53%,48.65%,14.77%,137.21,174.48
336,BR-8933,State Bank of India (Consolidated),Bhopal,Metro,2018,Post-Merger,2017-04-01,4.35%,1.10%,49.21%,1.23%,48.44%,13.67%,98.33,119.77
337,BR-9462,State Bank of Mysore,Chennai,Metro,2015,Pre-Merger,2017-04-01,8.04%,4.89%,53.84%,0.21%,44.23%,11.88%,148.68,207.58
338,BR-7748,State Bank of India (Consolidated),Ahmedabad,Semi-Urban,2021,Post-Merger,2017-04-01,3.15%,1.14%,48.89%,1.17%,47.13%,15.72%,668.08,960.29
339,BR-9411,State Bank of Hyderabad,Bhopal,Metro,2016,Pre-Merger,2017-04-01,5.68%,2.90%,55.82%,1.19%,43.22%,10.50%,"1,026.46","1,205.10"
340,BR-3395,State Bank of India (Consolidated),Chennai,Urban,2018,Post-Merger,2017-04-01,6.15%,2.01%,46.71%,0.58%,35.25%,16.56%,623.55,874.06
341,BR-1556,State Bank of India (Consolidated),Jaipur,Urban,2021,Post-Merger,2017-04-01,9.12%,3.88%,54.41%,0.97%,45.74%,16.62%,144.73,207.51
342,BR-5056,State Bank of India (Parent),Bhopal,Metro,2015,Pre-Merger,2017-04-01,11.71%,6.12%,54.74%,-0.29%,38.13%,10.79%,"1,485.10","2,012.75"
343,BR-4261,State Bank of India (Consolidated),Chandigarh,Metro,2018,Post-Merger,2017-04-01,5.40%,2.08%,45.29%,1.18%,42.95%,16.24%,903.06,"1,044.54"
344,BR-9514,State Bank of Hyderabad,Delhi NCR,Semi-Urban,2015,Pre-Merger,01/04/2017,6.58%,4.15%,50.34%,-0.61%,39.69%,11.97%,334.22,464.32
345,BR-5270,State Bank of India (Consolidated),Jaipur,Urban,2020,Post-Merger,2017-04-01,5.29%,1.98%,52.70%,1.13%,46.99%,15.53%,"1,445.49","1,978.98"
346,BR-5658,Bharatiya Mahila Bank,Bhopal,Metro,2016,Pre-Merger,2017-04-01,6.23%,3.32%,51.81%,1.00%,38.78%,13.96%,901.27,"1,261.58"
347,BR-4197,State Bank of Travancore,Jaipur,Metro,2014,Pre-Merger,01/04/2017,10.78%,6.28%,58.03%,0.97%,47.14%,11.47%,978.58,"1,351.10"
348,BR-5086,State Bank of India (Consolidated),Bhopal,Urban,2019,Post-Merger,2017-04-01,6.10%,2.60%,44.99%,0.37%,44.81%,16.58%,674.11,847.59
349,BR-4534,State Bank of Mysore,Chandigarh,Semi-Urban,2014,Pre-Merger,2017-04-01,7.83%,4.23%,49.98%,0.24%,34.32%,12.25%,549.40,754.56
350,BR-8257,State Bank of India (Consolidated),Chandigarh,Urban,2021,Post-Merger,2017-04-01,5.70%,2.12%,42.98%,0.77%,43.64%,12.22%,931.00,"1,214.13"
351,BR-9488,State Bank of India (Consolidated),Mumbai Metro,Urban,2019,Post-Merger,2017-04-01,5.52%,1.48%,48.42%,0.54%,44.41%,14.35%,166.48,193.00
352,BR-7487,State Bank of India (Consolidated),Bengaluru,Rural,2018,Post-Merger,01/04/2017,3.94%,1.18%,42.09%,1.08%,41.80%,14.08%,915.09,"1,139.13"
353,BR-8192,State Bank of India (Consolidated),Hyderabad,Urban,2021,Post-Merger,2017-04-01,3.94%,1.24%,43.92%,0.65%,44.09%,13.49%,699.11,928.57
354,BR-8016,State Bank of India (Consolidated),Chennai,Semi-Urban,2021,Post-Merger,2017-04-01,8.32%,2.38%,50.68%,1.04%,47.63%,16.09%,100.74,126.74
355,BR-7297,State Bank of India (Parent)   ,Chandigarh,Rural,2017,Pre-Merger,01/04/2017,11.92%,7.48%,45.82%,0.99%,43.25%,12.27%,106.90,146.54
356,BR-8533,State Bank of India (Consolidated),Chennai,Urban,2021,Post-Merger,2017-04-01,6.04%,2.59%,44.07%,0.53%,52.67%,14.10%,419.47,577.78
357,BR-1571,State Bank of India (Consolidated),Chandigarh,Semi-Urban,2020,Post-Merger,2017-04-01,8.20%,2.19%,49.03%,0.24%,40.62%,13.57%,157.34,189.55
358,BR-1731,State Bank of Mysore,Jaipur,Rural,2015,Pre-Merger,2017-04-01,6.91%,3.91%,52.81%,0.08%,45.14%,10.64%,645.56,743.71
359,BR-5312,State Bank of Travancore,Lucknow,Semi-Urban,2017,Pre-Merger,01/04/2017,8.71%,5.86%,56.17%,-0.55%,36.37%,12.17%,234.80,287.53
360,BR-7738,State Bank of Hyderabad,Chandigarh,Metro,2015,Pre-Merger,2017-04-01,7.47%,4.98%,55.91%,0.59%,42.75%,11.94%,218.46,307.15
361,BR-8037,State Bank of India (Parent),Jaipur,Semi-Urban,2015,Pre-Merger,2017-04-01,7.14%,4.45%,54.01%,0.11%,43.77%,12.89%,"1,480.92","1,968.66"
362,BR-1378,State Bank of India (Parent),Hyderabad,Semi-Urban,2016,Pre-Merger,2017-04-01,11.69%,5.96%,53.58%,1.20%,39.60%,13.35%,318.96,446.84
363,BR-6603,State Bank of India (Consolidated),Mumbai Metro,Urban,2018,Post-Merger,2017-04-01,10.62%,3.63%,48.21%,0.91%,46.82%,13.39%,"1,271.17","1,717.74"
364,BR-6969,State Bank of India (Parent),Chandigarh,Metro,2015,Pre-Merger,2017-04-01,10.81%,6.04%,53.58%,0.00%,39.46%,12.77%,"1,067.17","1,428.82"
365,BR-6607,State Bank of India (Consolidated),Chandigarh,Metro,2021,Post-Merger,2017-04-01,5.73%,1.50%,47.70%,0.85%,39.64%,13.66%,736.88,854.77
366,BR-5487,State Bank of India (Parent),Delhi NCR,Semi-Urban,2016,Pre-Merger,2017-04-01,8.63%,4.43%,58.98%,1.20%,34.45%,10.23%,"1,194.79","1,444.16"
367,BR-7768,State Bank of Bikaner and Jaipur,Chandigarh,Semi-Urban,2016,Pre-Merger,01/04/2017,12.55%,7.43%,50.77%,0.89%,34.31%,12.20%,"1,387.38","1,739.09"
368,BR-7852,State Bank of India (Parent),Chennai,Metro,2015,Pre-Merger,2017-04-01,9.87%,4.93%,51.28%,0.66%,42.29%,12.38%,691.36,819.77
369,BR-8450,State Bank of Patiala,Mumbai Metro,Urban,2016,Pre-Merger,01/04/2017,6.68%,4.24%,57.99%,0.81%,37.74%,13.07%,195.25,251.03
370,BR-1294,State Bank of India (Consolidated),Mumbai Metro,Rural,2018,Post-Merger,2017-04-01,3.19%,1.12%,48.25%,0.77%,46.63%,14.09%,"1,151.49","1,410.09"
371,BR-9243,State Bank of India (Parent),Mumbai Metro,Rural,2015,Pre-Merger,01/04/2017,6.68%,3.35%,60.37%,-0.50%,38.93%,11.62%,"1,255.08","1,443.57"
372,BR-4440,State Bank of India (Consolidated),Bengaluru,Urban,2021,Post-Merger,01/04/2017,7.86%,2.81%,46.08%,0.33%,42.35%,11.70%,"1,468.04","2,044.04"
373,BR-3657,State Bank of Travancore,Lucknow,Metro,2014,Pre-Merger,2017-04-01,9.32%,5.16%,53.03%,-0.20%,39.03%,11.78%,981.57,"1,165.27"
374,BR-2916,State Bank of Patiala,Mumbai Metro,Rural,2014,Pre-Merger,2017-04-01,10.72%,6.41%,57.14%,0.10%,42.03%,11.94%,98.78,128.76
375,BR-6823,State Bank of India (Parent),Kolkata,Semi-Urban,2016,Pre-Merger,2017-04-01,10.08%,6.63%,65.70%,1.20%,35.95%,11.17%,715.03,"1,000.29"
376,BR-9320,State Bank of India (Consolidated),Lucknow,Rural,2019,Post-Merger,2017-04-01,7.07%,1.93%,52.19%,0.63%,43.32%,13.44%,"1,430.16","1,734.74"
377,BR-8264,State Bank of India (Consolidated),Thiruvananthapuram,Semi-Urban,2020,Post-Merger,01/04/2017,7.41%,2.03%,48.91%,0.79%,52.09%,14.14%,960.74,"1,242.55"
378,BR-3460,State Bank of Bikaner and Jaipur,Chennai,Semi-Urban,2015,Pre-Merger,2017-04-01,13.94%,8.30%,57.74%,0.68%,42.88%,12.44%,"1,244.86","1,641.42"
379,BR-4174,State Bank of India (Parent),Chandigarh,Urban,2015,Pre-Merger,2017-04-01,13.76%,7.83%,56.21%,0.18%,39.65%,11.34%,992.77,"1,320.67"
380,BR-1666,State Bank of India (Parent),Mumbai Metro,Rural,2017,Pre-Merger,2017-04-01,6.52%,3.81%,52.14%,0.65%,46.18%,10.98%,116.00,157.41
381,BR-3223,State Bank of India (Parent),Chennai,Rural,2016,Pre-Merger,2017-04-01,10.49%,5.63%,48.17%,-0.57%,42.01%,11.85%,428.68,597.45
382,BR-5212,Bharatiya Mahila Bank,Chennai,Rural,2015,Pre-Merger,2017-04-01,13.26%,7.12%,55.94%,1.20%,41.56%,13.30%,839.07,"1,014.13"
383,BR-2552,State Bank of Travancore,Thiruvananthapuram,Urban,2014,Pre-Merger,01/04/2017,18.37%,11.10%,54.79%,0.26%,39.62%,10.54%,"1,319.13","1,551.47"
384,BR-1153,State Bank of India (Consolidated),Mumbai Metro,Urban,2019,Post-Merger,2017-04-01,5.89%,2.61%,45.01%,0.10%,47.94%,13.80%,887.92,"1,224.13"
385,BR-9834,State Bank of Patiala,Thiruvananthapuram,Semi-Urban,2016,Pre-Merger,2017-04-01,11.26%,6.32%,60.41%,0.01%,41.22%,11.81%,108.43,126.73
386,BR-5582,State Bank of Hyderabad,Chennai,Metro,2017,Pre-Merger,2017-04-01,14.99%,8.79%,49.36%,0.74%,41.92%,11.19%,768.26,889.69
387,BR-6555,State Bank of Mysore,Lucknow,Urban,2017,Pre-Merger,01/04/2017,9.52%,5.57%,56.97%,0.39%,44.80%,11.08%,714.35,847.96
388,BR-2601,Bharatiya Mahila Bank,Lucknow,Semi-Urban,2015,Pre-Merger,01/04/2017,12.51%,6.80%,58.82%,0.63%,36.28%,12.39%,"1,113.93","1,481.61"
389,BR-9269,State Bank of India (Consolidated),Bengaluru,Urban,2021,Post-Merger,2017-04-01,6.66%,2.35%,46.53%,0.31%,45.46%,12.22%,352.27,463.82
390,BR-8322,State Bank of India (Consolidated),Hyderabad,Metro,2018,Post-Merger,2017-04-01,7.85%,2.10%,49.24%,0.93%,44.52%,12.57%,315.01,429.04
391,BR-7085,State Bank of Bikaner and Jaipur,Ahmedabad,Urban,2014,Pre-Merger,2017-04-01,11.98%,7.51%,56.76%,0.43%,41.96%,11.00%,"1,068.59","1,290.71"
392,BR-4240,State Bank of Mysore,Kolkata,Rural,2015,Pre-Merger,2017-04-01,6.93%,3.62%,55.90%,-0.78%,49.06%,13.62%,316.08,399.50
393,BR-3244,State Bank of Travancore,Hyderabad,Semi-Urban,2016,Pre-Merger,2017-04-01,11.42%,6.10%,61.01%,1.02%,47.03%,11.93%,830.69,"1,038.64"
394,BR-6127,State Bank of India (Parent)   ,Jaipur,Urban,2017,Pre-Merger,01/04/2017,17.81%,,,1.20%,42.77%,10.33%,572.74,818.94
395,BR-6413,State Bank of India (Consolidated),Chandigarh,Metro,2019,Post-Merger,2017-04-01,5.12%,2.15%,50.28%,0.57%,46.09%,15.52%,558.92,672.87
396,BR-3007,State Bank of Bikaner and Jaipur,Bhopal,Semi-Urban,2014,Pre-Merger,2017-04-01,5.96%,3.06%,51.28%,-0.02%,47.30%,12.23%,167.96,222.22
397,BR-7200,State Bank of Bikaner and Jaipur,Jaipur,Semi-Urban,2017,Pre-Merger,2017-04-01,14.52%,8.69%,50.95%,0.21%,37.63%,13.30%,571.60,769.45
398,BR-2565,State Bank of India (Parent),Bengaluru,Metro,2017,Pre-Merger,2017-04-01,10.84%,6.21%,57.68%,1.20%,41.58%,10.19%,"1,284.42","1,741.10"
399,BR-4381,State Bank of India (Consolidated),Thiruvananthapuram,Urban,2021,Post-Merger,2017-04-01,6.88%,1.80%,46.36%,1.09%,45.39%,15.21%,434.64,544.60
400,BR-4326,State Bank of Travancore,Lucknow,Rural,2017,Pre-Merger,2017-04-01,16.85%,10.68%,59.59%,0.41%,45.27%,11.85%,571.12,662.82
401,BR-4044,State Bank of India (Consolidated),Hyderabad,Urban,2018,Post-Merger,2017-04-01,7.32%,2.74%,48.26%,0.64%,42.81%,15.02%,507.37,611.49
402,BR-7154,State Bank of Hyderabad,Chennai,Rural,2017,Pre-Merger,2017-04-01,13.41%,6.80%,52.87%,-0.85%,39.45%,11.86%,369.02,509.51
403,BR-7964,State Bank of India (Parent)   ,Delhi NCR,Semi-Urban,2015,Pre-Merger,01/04/2017,14.00%,9.23%,53.49%,0.40%,37.56%,11.97%,"1,257.98","1,497.13"
404,BR-3665,State Bank of India (Consolidated),Bengaluru,Metro,2018,Post-Merger,2017-04-01,7.34%,2.83%,49.32%,0.72%,42.31%,12.64%,"1,075.15","1,483.27"
405,BR-7520,State Bank of India (Consolidated),Delhi NCR,Semi-Urban,2020,Post-Merger,2017-04-01,5.65%,1.85%,47.47%,0.44%,41.69%,15.55%,697.03,983.41
406,BR-6629,State Bank of India (Consolidated),Lucknow,Metro,2020,Post-Merger,2017-04-01,4.96%,1.89%,49.65%,0.23%,41.61%,14.06%,424.41,525.21
407,BR-3793,State Bank of India (Parent),Mumbai Metro,Urban,2014,Pre-Merger,2017-04-01,6.09%,3.11%,46.93%,0.92%,41.83%,12.54%,"1,023.93","1,306.33"
408,BR-1835,State Bank of India (Consolidated),Mumbai Metro,Semi-Urban,2020,Post-Merger,2017-04-01,3.82%,1.15%,47.35%,1.28%,42.62%,15.41%,810.58,"1,140.53"
409,BR-4151,State Bank of Patiala   ,Mumbai Metro,Metro,2014,Pre-Merger,01/04/2017,9.38%,5.49%,59.47%,0.58%,40.62%,11.63%,"1,305.40","1,689.41"
410,BR-6588,State Bank of India (Consolidated),Hyderabad,Rural,2021,Post-Merger,2017-04-01,6.36%,2.52%,46.01%,0.93%,43.59%,15.22%,650.41,846.07
411,BR-9605,State Bank of India (Consolidated),Hyderabad,Metro,2018,Post-Merger,01/04/2017,5.33%,1.65%,46.26%,0.73%,50.78%,13.38%,552.48,791.14
412,BR-4039,State Bank of India (Parent),Mumbai Metro,Urban,2015,Pre-Merger,01/04/2017,8.24%,4.20%,47.16%,0.15%,46.35%,11.14%,820.60,974.38
413,BR-9276,State Bank of India (Consolidated),Thiruvananthapuram,Urban,2019,Post-Merger,2017-04-01,4.99%,1.71%,48.57%,0.32%,52.27%,13.91%,840.47,"1,086.81"
414,BR-5992,State Bank of India (Consolidated),Lucknow,Urban,2020,Post-Merger,2017-04-01,7.68%,2.44%,49.77%,0.84%,45.54%,14.77%,723.01,891.91
415,BR-2812,State Bank of India (Parent)   ,Lucknow,Metro,2015,Pre-Merger,01/04/2017,12.00%,7.77%,,-0.28%,32.40%,11.29%,170.74,200.16
416,BR-5052,State Bank of India (Consolidated),Bengaluru,Semi-Urban,2021,Post-Merger,01/04/2017,8.43%,3.74%,46.59%,0.93%,48.46%,14.28%,88.78,123.69
417,BR-9894,Bharatiya Mahila Bank,Chennai,Rural,2015,Pre-Merger,01/04/2017,8.77%,4.79%,54.61%,1.20%,39.07%,12.56%,837.32,"1,064.81"
418,BR-8837,State Bank of Patiala,Jaipur,Rural,2017,Pre-Merger,2017-04-01,4.03%,2.06%,52.17%,0.17%,38.87%,11.91%,"1,028.56","1,223.98"
419,BR-6398,State Bank of Travancore,Bhopal,Metro,2014,Pre-Merger,2017-04-01,9.60%,5.69%,53.70%,-0.01%,45.39%,11.21%,"1,145.85","1,398.85"
420,BR-6053,State Bank of India (Consolidated),Lucknow,Urban,2020,Post-Merger,2017-04-01,7.02%,2.47%,49.07%,0.76%,49.26%,14.35%,278.02,367.20
421,BR-2502,State Bank of India (Consolidated),Lucknow,Semi-Urban,2019,Post-Merger,2017-04-01,3.79%,1.05%,53.26%,0.97%,40.00%,13.32%,931.43,"1,224.93"
422,BR-7310,State Bank of India (Parent),Jaipur,Metro,2017,Pre-Merger,2017-04-01,11.01%,7.26%,52.98%,0.14%,38.70%,11.81%,407.05,481.10
423,BR-6816,State Bank of India (Consolidated),Bengaluru,Semi-Urban,2020,Post-Merger,01/04/2017,2.06%,0.59%,46.82%,0.32%,38.07%,14.45%,423.07,573.00
424,BR-5598,State Bank of India (Consolidated),Delhi NCR,Urban,2020,Post-Merger,01/04/2017,5.99%,2.31%,47.75%,0.55%,42.62%,14.92%,"1,275.10","1,477.98"
425,BR-7082,State Bank of India (Parent),Thiruvananthapuram,Metro,2016,Pre-Merger,2017-04-01,7.99%,4.89%,49.46%,-0.28%,41.51%,11.12%,383.23,487.98
426,BR-4557,State Bank of Travancore,Chennai,Semi-Urban,2017,Pre-Merger,2017-04-01,7.26%,4.18%,46.31%,0.04%,37.45%,13.70%,460.27,588.99
427,BR-2164,State Bank of Mysore,Lucknow,Urban,2016,Pre-Merger,2017-04-01,8.02%,4.93%,51.53%,-0.02%,38.91%,12.02%,274.61,386.83
428,BR-9919,State Bank of India (Consolidated),Hyderabad,Urban,2018,Post-Merger,2017-04-01,7.96%,3.09%,51.32%,1.34%,46.98%,15.97%,470.03,607.43
429,BR-3886,State Bank of India (Consolidated),Chandigarh,Semi-Urban,2018,Post-Merger,2017-04-01,9.60%,3.40%,51.10%,0.10%,45.21%,14.12%,538.39,660.84
430,BR-2574,State Bank of Bikaner and Jaipur,Mumbai Metro,Rural,2014,Pre-Merger,01/04/2017,5.50%,2.91%,58.67%,-0.55%,43.42%,11.87%,972.34,"1,246.15"
431,BR-9240,State Bank of India (Parent),Kolkata,Semi-Urban,2017,Pre-Merger,01/04/2017,7.84%,5.08%,57.90%,-0.79%,40.97%,11.68%,"1,498.65","1,822.51"
432,BR-8777,State Bank of Hyderabad,Thiruvananthapuram,Semi-Urban,2017,Pre-Merger,2017-04-01,4.60%,2.85%,56.38%,0.21%,36.80%,12.00%,"1,134.06","1,522.96"
433,BR-9089,State Bank of India (Consolidated),Kolkata,Semi-Urban,2021,Post-Merger,01/04/2017,7.65%,2.12%,46.72%,1.19%,44.06%,14.04%,799.94,"1,057.24"
434,BR-3226,State Bank of India (Consolidated),Delhi NCR,Metro,2020,Post-Merger,01/04/2017,6.81%,3.06%,43.78%,0.44%,49.28%,15.23%,"1,267.66","1,828.39"
435,BR-5042,State Bank of India (Consolidated),Thiruvananthapuram,Metro,2020,Post-Merger,2017-04-01,8.43%,2.32%,52.22%,0.74%,48.46%,13.96%,"1,253.47","1,705.28"
436,BR-2211,State Bank of India (Consolidated),Thiruvananthapuram,Semi-Urban,2019,Post-Merger,2017-04-01,5.17%,2.25%,41.92%,1.14%,42.89%,14.15%,"1,461.05","1,838.03"
437,BR-6820,State Bank of India (Consolidated),Jaipur,Rural,2018,Post-Merger,01/04/2017,8.29%,2.52%,50.79%,0.51%,44.19%,13.71%,928.71,"1,310.33"
438,BR-1148,State Bank of Mysore,Bengaluru,Semi-Urban,2015,Pre-Merger,2017-04-01,10.15%,6.57%,52.40%,-0.56%,42.24%,10.46%,353.34,417.14
439,BR-7996,State Bank of India (Consolidated)   ,Chennai,Metro,2021,Post-Merger,01/04/2017,6.12%,2.27%,54.05%,0.94%,53.35%,16.19%,"1,149.43","1,572.69"
440,BR-9740,State Bank of India (Consolidated),Chandigarh,Urban,2019,Post-Merger,01/04/2017,7.38%,3.25%,43.53%,0.69%,42.04%,14.18%,368.05,533.49
441,BR-5698,State Bank of India (Consolidated),Thiruvananthapuram,Metro,2021,Post-Merger,2017-04-01,5.78%,1.75%,49.07%,0.96%,48.27%,14.91%,"1,058.97","1,307.98"
442,BR-3970,State Bank of India (Parent),Delhi NCR,Rural,2014,Pre-Merger,2017-04-01,10.82%,6.41%,48.68%,-0.36%,34.45%,13.24%,"1,183.19","1,385.80"
443,BR-3251,State Bank of India (Consolidated),Kolkata,Semi-Urban,2019,Post-Merger,01/04/2017,7.11%,2.18%,48.91%,0.29%,49.19%,12.67%,"1,091.35","1,312.64"
444,BR-9089,State Bank of India (Consolidated),Kolkata,Rural,2018,Post-Merger,01/04/2017,6.44%,1.88%,48.80%,0.58%,48.58%,14.10%,288.19,387.26
445,BR-2294,State Bank of India (Parent),Delhi NCR,Rural,2014,Pre-Merger,2017-04-01,9.72%,6.45%,60.24%,0.25%,46.01%,12.81%,359.27,515.26
446,BR-2667,State Bank of Bikaner and Jaipur,Chandigarh,Urban,2017,Pre-Merger,2017-04-01,8.67%,5.81%,49.16%,0.98%,38.64%,11.17%,212.08,253.05
447,BR-3642,State Bank of India (Parent),Delhi NCR,Urban,2014,Pre-Merger,2017-04-01,5.37%,3.40%,44.50%,0.45%,45.87%,12.03%,314.21,373.09
448,BR-2044,State Bank of Mysore,Chennai,Metro,2017,Pre-Merger,2017-04-01,9.03%,5.54%,58.88%,0.28%,45.87%,12.48%,"1,488.11","1,784.37"
449,BR-8226,Bharatiya Mahila Bank,Ahmedabad,Metro,2014,Pre-Merger,2017-04-01,6.31%,4.06%,58.07%,0.48%,39.79%,11.96%,975.50,"1,247.71"
450,BR-9697,State Bank of Bikaner and Jaipur,Chandigarh,Urban,2015,Pre-Merger,01/04/2017,12.25%,8.20%,52.34%,1.20%,39.51%,12.87%,85.26,102.21
451,BR-5727,State Bank of India (Parent),Thiruvananthapuram,Rural,2015,Pre-Merger,01/04/2017,14.44%,7.60%,48.08%,0.03%,43.62%,11.02%,926.38,"1,095.20"
452,BR-7713,State Bank of India (Consolidated),Lucknow,Semi-Urban,2021,Post-Merger,2017-04-01,9.17%,4.12%,44.59%,0.48%,46.28%,14.19%,"1,380.46","1,795.79"
453,BR-5652,State Bank of India (Parent),Chennai,Urban,2014,Pre-Merger,2017-04-01,10.31%,5.55%,62.28%,-0.04%,43.47%,11.75%,647.19,825.61
454,BR-2164,State Bank of India (Consolidated),Hyderabad,Urban,2020,Post-Merger,2017-04-01,5.44%,2.43%,45.05%,1.07%,46.23%,12.92%,"1,398.84","1,817.13"
455,BR-2353,State Bank of India (Consolidated),Lucknow,Semi-Urban,2021,Post-Merger,2017-04-01,5.90%,1.63%,53.48%,0.19%,47.94%,14.22%,"1,299.68","1,629.06"
456,BR-3032,State Bank of Hyderabad,Lucknow,Semi-Urban,2017,Pre-Merger,2017-04-01,8.72%,5.35%,49.59%,0.20%,39.62%,12.74%,380.34,521.37
457,BR-5920,State Bank of India (Consolidated),Chandigarh,Metro,2020,Post-Merger,2017-04-01,5.40%,2.17%,51.14%,0.80%,44.42%,15.48%,90.60,115.68
458,BR-8776,State Bank of India (Consolidated),Hyderabad,Urban,2020,Post-Merger,01/04/2017,1.50%,0.67%,42.81%,0.63%,42.70%,11.72%,178.42,236.13
459,BR-6738,State Bank of India (Consolidated),Kolkata,Rural,2020,Post-Merger,2017-04-01,6.12%,1.60%,46.23%,0.87%,47.35%,11.50%,265.56,328.58
460,BR-1677,State Bank of Mysore,Kolkata,Urban,2015,Pre-Merger,2017-04-01,10.97%,6.64%,48.23%,0.33%,34.53%,11.95%,"1,379.08","1,724.71"
461,BR-4981,State Bank of India (Consolidated),Chandigarh,Rural,2019,Post-Merger,2017-04-01,5.71%,1.60%,50.75%,0.75%,48.17%,13.42%,152.14,196.34
462,BR-2209,State Bank of India (Parent)   ,Bengaluru,Metro,2015,Pre-Merger,01/04/2017,6.88%,3.91%,60.48%,-0.51%,38.79%,14.06%,515.15,741.13
463,BR-7749,State Bank of Patiala,Bengaluru,Semi-Urban,2017,Pre-Merger,2017-04-01,13.10%,8.66%,61.54%,0.21%,38.69%,13.82%,"1,052.31","1,277.11"
464,BR-3024,State Bank of India (Parent)   ,Chandigarh,Metro,2016,Pre-Merger,01/04/2017,7.56%,3.92%,,0.99%,39.91%,13.37%,"1,471.97","1,979.85"
465,BR-2460,State Bank of Hyderabad,Ahmedabad,Semi-Urban,2016,Pre-Merger,2017-04-01,10.60%,5.56%,58.14%,0.39%,36.45%,13.53%,564.89,686.16
466,BR-3349,State Bank of India (Consolidated)   ,Bengaluru,Rural,2019,Post-Merger,01/04/2017,7.99%,3.55%,48.24%,0.33%,46.83%,13.98%,468.43,594.86
467,BR-9222,State Bank of India (Parent),Kolkata,Semi-Urban,2016,Pre-Merger,2017-04-01,9.92%,6.62%,53.27%,0.95%,43.07%,12.23%,732.58,952.13
468,BR-4457,State Bank of Patiala,Bengaluru,Semi-Urban,2014,Pre-Merger,2017-04-01,8.83%,5.19%,56.33%,-0.23%,41.54%,12.07%,950.63,"1,138.06"
469,BR-3017,State Bank of India (Consolidated),Chennai,Urban,2019,Post-Merger,01/04/2017,6.45%,2.82%,43.78%,1.01%,42.58%,14.18%,"1,030.36","1,436.84"
470,BR-9044,State Bank of Patiala,Delhi NCR,Semi-Urban,2015,Pre-Merger,2017-04-01,13.35%,6.91%,53.44%,0.11%,38.86%,12.52%,964.86,"1,212.66"
471,BR-8492,State Bank of India (Consolidated),Mumbai Metro,Metro,2019,Post-Merger,2017-04-01,8.00%,3.29%,44.32%,0.32%,39.10%,12.89%,723.64,"1,017.40"
472,BR-8956,State Bank of Bikaner and Jaipur   ,Mumbai Metro,Rural,2014,Pre-Merger,01/04/2017,9.39%,,,-0.96%,46.35%,12.62%,564.17,785.12
